-86.5024
-83.9403
-79.8096
-74.7338
-69.6060
-65.2200
-59.8404
-55.5377
-49.7873
-45.1196
-40.0670
-35.0350
-30.2024
-25.0515
-19.9502
-14.9636
-10.1389
-5.10972
-0.0408099
5.27062
9.82113
15.4373
20.1377
25.0952
30.0211
34.6511
39.1449
45.3514
